dataset,split,classe,fichier,largeur_px,hauteur_px,pixels_total,ratio_wh,lum_moyenne,lum_std,contraste,pixel_min,pixel_max,r_mean,g_mean,b_mean,is_augmented
XRAY,train,NORMAL,IM-0083-0001.jpeg,1240,925,1147000,1.341,128.0,55.53,255,0,255,128.0,128.0,128.0,0
XRAY,train,NORMAL,IM-0086-0001.jpeg,2006,1461,2930766,1.373,108.93,64.72,255,0,255,108.93,108.93,108.93,0
XRAY,train,NORMAL,IM-0087-0001.jpeg,1890,1357,2564730,1.393,117.66,63.82,249,0,249,117.66,117.66,117.66,0
XRAY,train,NORMAL,IM-0097-0001.jpeg,1558,925,1441150,1.684,122.19,68.03,255,0,255,122.19,122.19,122.19,0
XRAY,train,NORMAL,IM-0099-0001.jpeg,1862,1326,2469012,1.404,109.73,63.94,255,0,255,109.73,109.73,109.73,0
XRAY,train,NORMAL,IM-0101-0001.jpeg,1460,906,1322760,1.611,100.97,62.04,255,0,255,100.97,100.97,100.97,0
XRAY,train,NORMAL,IM-0102-0001.jpeg,1472,863,1270336,1.706,93.49,55.22,255,0,255,93.49,93.49,93.49,0
XRAY,train,NORMAL,IM-0105-0001.jpeg,2022,1299,2626578,1.557,131.45,63.92,255,0,255,131.45,131.45,131.45,0
XRAY,train,NORMAL,IM-0109-0001.jpeg,1802,1110,2000220,1.623,126.97,67.5,255,0,255,126.97,126.97,126.97,0
XRAY,train,NORMAL,IM-0115-0001.jpeg,2090,1858,3883220,1.125,128.91,62.3,255,0,255,128.91,128.91,128.91,0
XRAY,train,NORMAL,IM-0119-0001.jpeg,1810,1434,2595540,1.262,121.97,68.86,255,0,255,121.97,121.97,121.97,0
XRAY,train,NORMAL,IM-0122-0001.jpeg,1618,1279,2069422,1.265,132.99,64.97,255,0,255,132.99,132.99,132.99,0
XRAY,train,NORMAL,IM-0125-0001.jpeg,1600,1125,1800000,1.422,106.22,65.09,255,0,255,106.22,106.22,106.22,0
XRAY,train,NORMAL,IM-0127-0001.jpeg,1974,1306,2578044,1.511,130.38,57.09,255,0,255,130.38,130.38,130.38,0
XRAY,train,NORMAL,IM-0129-0001.jpeg,1384,1167,1615128,1.186,115.64,62.5,255,0,255,115.64,115.64,115.64,0
XRAY,train,NORMAL,IM-0133-0001.jpeg,1468,993,1457724,1.478,109.62,64.76,255,0,255,109.62,109.62,109.62,0
XRAY,train,NORMAL,IM-0135-0001.jpeg,1724,1581,2725644,1.09,120.29,66.41,255,0,255,120.29,120.29,120.29,0
XRAY,train,NORMAL,IM-0137-0001.jpeg,1346,1044,1405224,1.289,127.72,52.74,255,0,255,127.72,127.72,127.72,0
XRAY,train,NORMAL,IM-0145-0001.jpeg,1596,1156,1844976,1.381,119.45,60.45,255,0,255,119.45,119.45,119.45,0
XRAY,train,NORMAL,IM-0149-0001.jpeg,1542,1152,1776384,1.339,119.62,66.8,255,0,255,119.62,119.62,119.62,0
XRAY,train,NORMAL,IM-0151-0001.jpeg,1518,1156,1754808,1.313,101.81,67.02,255,0,255,101.81,101.81,101.81,0
XRAY,train,NORMAL,IM-0152-0001.jpeg,1612,1133,1826396,1.423,129.01,59.38,255,0,255,129.01,129.01,129.01,0
XRAY,train,NORMAL,IM-0158-0001.jpeg,994,758,753452,1.311,105.56,56.45,255,0,255,105.56,105.56,105.56,0
XRAY,train,NORMAL,IM-0160-0001.jpeg,1750,1314,2299500,1.332,128.58,54.7,255,0,255,128.58,128.58,128.58,0
XRAY,train,NORMAL,IM-0162-0001.jpeg,1762,1430,2519660,1.232,116.6,55.78,255,0,255,116.6,116.6,116.6,0
XRAY,train,NORMAL,IM-0164-0001.jpeg,1202,808,971216,1.488,132.56,51.09,255,0,255,132.56,132.56,132.56,0
XRAY,train,NORMAL,IM-0168-0001.jpeg,1534,1187,1820858,1.292,119.24,68.15,255,0,255,119.24,119.24,119.24,0
XRAY,train,NORMAL,IM-0170-0001.jpeg,2148,1496,3213408,1.436,148.97,59.89,255,0,255,148.97,148.97,148.97,0
XRAY,train,NORMAL,IM-0172-0001.jpeg,1876,1893,3551268,0.991,141.03,57.54,255,0,255,141.03,141.03,141.03,0
XRAY,train,NORMAL,IM-0176-0001.jpeg,1680,1557,2615760,1.079,154.88,52.1,255,0,255,154.88,154.88,154.88,0
XRAY,train,NORMAL,IM-0180-0001.jpeg,2136,1650,3524400,1.295,138.4,58.79,255,0,255,138.4,138.4,138.4,0
XRAY,train,NORMAL,IM-0183-0001.jpeg,2338,2025,4734450,1.155,119.3,66.66,255,0,255,119.3,119.3,119.3,0
XRAY,train,NORMAL,IM-0185-0001.jpeg,1458,1190,1735020,1.225,129.65,65.52,255,0,255,129.65,129.65,129.65,0
XRAY,train,NORMAL,IM-0189-0001.jpeg,1466,1109,1625794,1.322,123.03,60.97,255,0,255,123.03,123.03,123.03,0
XRAY,train,NORMAL,IM-0191-0001.jpeg,2164,1746,3778344,1.239,135.78,62.88,255,0,255,135.78,135.78,135.78,0
XRAY,train,NORMAL,IM-0195-0001.jpeg,1774,1546,2742604,1.147,131.73,60.84,255,0,255,131.73,131.73,131.73,0
XRAY,train,NORMAL,IM-0199-0001.jpeg,1506,833,1254498,1.808,121.32,64.45,255,0,255,121.32,121.32,121.32,0
XRAY,train,NORMAL,IM-0201-0001.jpeg,1446,1310,1894260,1.104,102.91,62.21,255,0,255,102.91,102.91,102.91,0
XRAY,train,NORMAL,IM-0203-0001.jpeg,1434,1260,1806840,1.138,121.53,61.47,255,0,255,121.53,121.53,121.53,0
XRAY,train,NORMAL,IM-0205-0001.jpeg,1554,1075,1670550,1.446,104.7,63.15,255,0,255,104.7,104.7,104.7,0
XRAY,train,NORMAL,IM-0206-0001.jpeg,1040,747,776880,1.392,117.34,54.36,255,0,255,117.34,117.34,117.34,0
XRAY,train,NORMAL,IM-0207-0001.jpeg,1426,1049,1495874,1.359,112.82,59.97,255,0,255,112.82,112.82,112.82,0
XRAY,train,NORMAL,IM-0209-0001.jpeg,1164,1021,1188444,1.14,126.32,57.94,255,0,255,126.32,126.32,126.32,0
XRAY,train,NORMAL,IM-0210-0001.jpeg,1688,1105,1865240,1.528,110.79,66.6,255,0,255,110.79,110.79,110.79,0
XRAY,train,NORMAL,IM-0211-0001.jpeg,1642,1245,2044290,1.319,122.22,59.29,255,0,255,122.22,122.22,122.22,0
XRAY,train,NORMAL,IM-0213-0001.jpeg,1928,1303,2512184,1.48,120.42,63.14,255,0,255,120.42,120.42,120.42,0
XRAY,train,NORMAL,IM-0214-0001.jpeg,1522,1221,1858362,1.247,129.22,58.15,255,0,255,129.22,129.22,129.22,0
XRAY,train,NORMAL,IM-0216-0001.jpeg,1944,1367,2657448,1.422,108.21,69.39,255,0,255,108.21,108.21,108.21,0
XRAY,train,NORMAL,IM-0218-0001.jpeg,1678,1654,2775412,1.015,124.91,57.8,255,0,255,124.91,124.91,124.91,0
XRAY,train,NORMAL,IM-0219-0001.jpeg,1592,1272,2025024,1.252,134.64,55.69,255,0,255,134.64,134.64,134.64,0
XRAY,train,NORMAL,IM-0220-0001.jpeg,1484,1399,2076116,1.061,122.86,66.31,255,0,255,122.86,122.86,122.86,0
XRAY,train,NORMAL,IM-0221-0001.jpeg,1804,1480,2669920,1.219,137.94,63.26,255,0,255,137.94,137.94,137.94,0
XRAY,train,NORMAL,IM-0222-0001.jpeg,1604,1179,1891116,1.36,109.44,75.42,255,0,255,109.44,109.44,109.44,0
XRAY,train,NORMAL,IM-0223-0001.jpeg,1852,1433,2653916,1.292,111.02,63.25,255,0,255,111.02,111.02,111.02,0
XRAY,train,NORMAL,IM-0224-0001.jpeg,1766,1287,2272842,1.372,157.47,43.98,255,0,255,157.47,157.47,157.47,0
XRAY,train,NORMAL,IM-0225-0001.jpeg,2214,1974,4370436,1.122,114.47,63.49,255,0,255,114.47,114.47,114.47,0
XRAY,train,NORMAL,IM-0227-0001.jpeg,1870,1612,3014440,1.16,114.35,61.41,255,0,255,114.35,114.35,114.35,0
XRAY,train,NORMAL,IM-0228-0001.jpeg,1608,1175,1889400,1.369,121.25,83.1,255,0,255,121.25,121.25,121.25,0
XRAY,train,NORMAL,IM-0229-0001.jpeg,1442,1101,1587642,1.31,115.64,63.56,255,0,255,115.64,115.64,115.64,0
XRAY,train,NORMAL,IM-0231-0001.jpeg,1650,1437,2371050,1.148,132.43,54.18,255,0,255,132.43,132.43,132.43,0
XRAY,train,NORMAL,IM-0234-0001.jpeg,1550,1075,1666250,1.442,104.11,70.04,255,0,255,104.11,104.11,104.11,0
XRAY,train,NORMAL,IM-0235-0001.jpeg,1816,1500,2724000,1.211,115.38,63.98,255,0,255,115.38,115.38,115.38,0
XRAY,train,NORMAL,IM-0236-0001.jpeg,1442,974,1404508,1.48,100.11,65.59,255,0,255,100.11,100.11,100.11,0
XRAY,train,NORMAL,IM-0237-0001.jpeg,1790,1140,2040600,1.57,109.92,68.48,255,0,255,109.92,109.92,109.92,0
XRAY,train,NORMAL,IM-0238-0001.jpeg,1464,1051,1538664,1.393,110.45,57.85,255,0,255,110.45,110.45,110.45,0
XRAY,train,NORMAL,IM-0239-0001.jpeg,1690,1314,2220660,1.286,92.89,64.78,255,0,255,92.89,92.89,92.89,0
XRAY,train,NORMAL,IM-0240-0001.jpeg,1944,1708,3320352,1.138,120.32,62.47,255,0,255,120.32,120.32,120.32,0
XRAY,train,NORMAL,IM-0241-0001.jpeg,1806,1392,2513952,1.297,119.67,62.4,255,0,255,119.67,119.67,119.67,0
XRAY,train,NORMAL,IM-0242-0001.jpeg,1844,1468,2706992,1.256,133.31,55.64,255,0,255,133.31,133.31,133.31,0
XRAY,train,NORMAL,IM-0243-0001.jpeg,1936,1677,3246672,1.154,117.16,65.94,255,0,255,117.16,117.16,117.16,0
XRAY,train,NORMAL,IM-0244-0001.jpeg,1354,1024,1386496,1.322,110.85,63.98,255,0,255,110.85,110.85,110.85,0
XRAY,train,NORMAL,IM-0245-0001.jpeg,1724,1480,2551520,1.165,125.93,57.6,255,0,255,125.93,125.93,125.93,0
XRAY,train,NORMAL,IM-0248-0001.jpeg,1608,1228,1974624,1.309,87.27,60.2,255,0,255,87.27,87.27,87.27,0
XRAY,train,NORMAL,IM-0249-0001.jpeg,2396,1990,4768040,1.204,118.58,71.68,255,0,255,118.58,118.58,118.58,0
XRAY,train,NORMAL,IM-0250-0001.jpeg,1550,1368,2120400,1.133,125.91,53.48,255,0,255,125.91,125.91,125.91,0
XRAY,train,NORMAL,IM-0251-0001.jpeg,1812,1206,2185272,1.502,126.46,62.22,255,0,255,126.46,126.46,126.46,0
XRAY,train,NORMAL,IM-0253-0001.jpeg,1720,1306,2246320,1.317,121.74,68.74,255,0,255,121.74,121.74,121.74,0
XRAY,train,NORMAL,IM-0256-0001.jpeg,1562,1086,1696332,1.438,102.72,67.93,255,0,255,102.72,102.72,102.72,0
XRAY,train,NORMAL,IM-0257-0001.jpeg,1682,1418,2385076,1.186,115.58,62.91,255,0,255,115.58,115.58,115.58,0
XRAY,train,NORMAL,IM-0261-0001.jpeg,1596,1330,2122680,1.2,133.49,57.55,255,0,255,133.49,133.49,133.49,0
XRAY,train,NORMAL,IM-0264-0001.jpeg,1810,1545,2796450,1.172,98.52,74.09,255,0,255,98.52,98.52,98.52,0
XRAY,train,NORMAL,IM-0265-0001.jpeg,1616,1109,1792144,1.457,90.3,64.25,255,0,255,90.3,90.3,90.3,0
XRAY,train,NORMAL,IM-0266-0001.jpeg,1848,1495,2762760,1.236,113.85,68.09,255,0,255,113.85,113.85,113.85,0
XRAY,train,NORMAL,IM-0269-0001.jpeg,2002,1786,3575572,1.121,147.61,56.25,255,0,255,147.61,147.61,147.61,0
XRAY,train,NORMAL,IM-0270-0001.jpeg,1346,1109,1492714,1.214,122.79,55.62,255,0,255,122.79,122.79,122.79,0
XRAY,train,NORMAL,IM-0274-0001.jpeg,1704,1449,2469096,1.176,133.99,55.43,255,0,255,133.99,133.99,133.99,0
XRAY,train,NORMAL,IM-0278-0001.jpeg,1766,1503,2654298,1.175,130.02,60.38,255,0,255,130.02,130.02,130.02,0
XRAY,train,NORMAL,IM-0279-0001.jpeg,1616,1121,1811536,1.442,115.97,71.06,255,0,255,115.97,115.97,115.97,0
XRAY,train,NORMAL,IM-0280-0001.jpeg,1728,1222,2111616,1.414,102.67,64.96,255,0,255,102.67,102.67,102.67,0
XRAY,train,NORMAL,IM-0282-0001.jpeg,1588,1372,2178736,1.157,115.73,59.22,255,0,255,115.73,115.73,115.73,0
XRAY,train,NORMAL,IM-0283-0001.jpeg,1936,1612,3120832,1.201,110.12,57.55,255,0,255,110.12,110.12,110.12,0
XRAY,train,NORMAL,IM-0285-0001.jpeg,1426,1101,1570026,1.295,126.8,60.87,255,0,255,126.8,126.8,126.8,0
XRAY,train,NORMAL,IM-0286-0001.jpeg,1982,1804,3575528,1.099,126.1,63.32,255,0,255,126.1,126.1,126.1,0
XRAY,train,NORMAL,IM-0288-0001.jpeg,1438,1140,1639320,1.261,127.71,56.47,255,0,255,127.71,127.71,127.71,0
XRAY,train,NORMAL,IM-0291-0001.jpeg,1518,1005,1525590,1.51,106.8,69.17,255,0,255,106.8,106.8,106.8,0
XRAY,train,NORMAL,IM-0292-0001.jpeg,1858,1500,2787000,1.239,120.67,61.65,255,0,255,120.67,120.67,120.67,0
XRAY,train,NORMAL,IM-0293-0001.jpeg,1438,1059,1522842,1.358,114.97,55.62,255,0,255,114.97,114.97,114.97,0
XRAY,train,NORMAL,IM-0294-0001.jpeg,1700,1383,2351100,1.229,134.73,63.84,255,0,255,134.73,134.73,134.73,0
XRAY,train,NORMAL,IM-0295-0001.jpeg,1828,1511,2762108,1.21,108.14,59.62,255,0,255,108.14,108.14,108.14,0
XRAY,train,NORMAL,IM-0297-0001.jpeg,1708,1415,2416820,1.207,143.14,61.07,255,0,255,143.14,143.14,143.14,0
XRAY,train,NORMAL,IM-0298-0001.jpeg,1704,1487,2533848,1.146,138.51,56.15,255,0,255,138.51,138.51,138.51,0
XRAY,train,NORMAL,IM-0301-0001.jpeg,1708,1267,2164036,1.348,102.49,60.96,255,0,255,102.49,102.49,102.49,0
XRAY,train,NORMAL,IM-0302-0001.jpeg,1430,1128,1613040,1.268,142.37,55.84,255,0,255,142.37,142.37,142.37,0
XRAY,train,NORMAL,IM-0304-0001.jpeg,1472,978,1439616,1.505,99.39,61.7,255,0,255,99.39,99.39,99.39,0
XRAY,train,NORMAL,IM-0305-0001.jpeg,1304,1097,1430488,1.189,120.83,57.66,255,0,255,120.83,120.83,120.83,0
XRAY,train,NORMAL,IM-0306-0001.jpeg,1380,1040,1435200,1.327,129.29,52.28,255,0,255,129.29,129.29,129.29,0
XRAY,train,NORMAL,IM-0307-0001.jpeg,1766,1557,2749662,1.134,126.61,62.12,255,0,255,126.61,126.61,126.61,0
XRAY,train,NORMAL,IM-0309-0001.jpeg,2144,1805,3869920,1.188,119.78,60.57,255,0,255,119.78,119.78,119.78,0
XRAY,train,NORMAL,IM-0311-0001.jpeg,1268,885,1122180,1.433,118.46,64.91,255,0,255,118.46,118.46,118.46,0
XRAY,train,NORMAL,IM-0312-0001.jpeg,1508,1093,1648244,1.38,112.8,62.84,255,0,255,112.8,112.8,112.8,0
XRAY,train,NORMAL,IM-0314-0001.jpeg,1014,846,857844,1.199,131.67,58.34,255,0,255,131.67,131.67,131.67,0
XRAY,train,NORMAL,IM-0318-0001.jpeg,1634,1210,1977140,1.35,129.6,60.52,255,0,255,129.6,129.6,129.6,0
XRAY,train,NORMAL,IM-0319-0001.jpeg,1292,1225,1582700,1.055,124.58,51.04,255,0,255,124.58,124.58,124.58,0
XRAY,train,NORMAL,IM-0323-0001.jpeg,1824,1430,2608320,1.276,131.79,55.6,255,0,255,131.79,131.79,131.79,0
XRAY,train,NORMAL,IM-0325-0001.jpeg,1504,1174,1765696,1.281,118.89,65.36,255,0,255,118.89,118.89,118.89,0
XRAY,train,NORMAL,IM-0330-0001.jpeg,1422,1191,1693602,1.194,129.04,60.81,255,0,255,129.04,129.04,129.04,0
XRAY,train,NORMAL,IM-0331-0001.jpeg,1360,1341,1823760,1.014,130.79,72.53,255,0,255,130.79,130.79,130.79,0
XRAY,train,NORMAL,IM-0338-0001.jpeg,1746,1392,2430432,1.254,102.43,61.59,255,0,255,102.43,102.43,102.43,0
XRAY,train,NORMAL,IM-0339-0001.jpeg,1792,1623,2908416,1.104,128.16,58.74,255,0,255,128.16,128.16,128.16,0
XRAY,train,NORMAL,IM-0340-0001.jpeg,1840,1480,2723200,1.243,118.96,68.18,255,0,255,118.96,118.96,118.96,0
XRAY,train,NORMAL,IM-0341-0001.jpeg,1654,1364,2256056,1.213,123.1,58.3,255,0,255,123.1,123.1,123.1,0
XRAY,train,NORMAL,IM-0343-0001.jpeg,1588,1217,1932596,1.305,118.17,56.57,255,0,255,118.17,118.17,118.17,0
XRAY,train,NORMAL,IM-0348-0001.jpeg,1388,1063,1475444,1.306,133.21,58.77,255,0,255,133.21,133.21,133.21,0
XRAY,train,NORMAL,IM-0349-0001.jpeg,1592,1329,2115768,1.198,125.11,66.83,255,0,255,125.11,125.11,125.11,0
XRAY,train,NORMAL,IM-0350-0001.jpeg,1392,998,1389216,1.395,119.98,77.08,255,0,255,119.98,119.98,119.98,0
XRAY,train,NORMAL,IM-0351-0001.jpeg,1774,1588,2817112,1.117,121.4,62.1,255,0,255,121.4,121.4,121.4,0
XRAY,train,NORMAL,IM-0355-0001.jpeg,1372,1109,1521548,1.237,122.89,54.38,255,0,255,122.89,122.89,122.89,0
XRAY,train,NORMAL,IM-0356-0001.jpeg,1300,974,1266200,1.335,103.83,51.09,255,0,255,103.83,103.83,103.83,0
XRAY,train,NORMAL,IM-0357-0001.jpeg,2064,1951,4026864,1.058,121.96,62.29,255,0,255,121.96,121.96,121.96,0
XRAY,train,NORMAL,IM-0358-0001.jpeg,1646,1299,2138154,1.267,109.87,58.91,255,0,255,109.87,109.87,109.87,0
XRAY,train,NORMAL,IM-0361-0001.jpeg,1570,1156,1814920,1.358,121.35,65.73,255,0,255,121.35,121.35,121.35,0
XRAY,train,NORMAL,IM-0362-0001.jpeg,1582,1183,1871506,1.337,125.46,61.94,255,0,255,125.46,125.46,125.46,0
XRAY,train,NORMAL,IM-0364-0001.jpeg,1396,1001,1397396,1.395,118.46,64.98,255,0,255,118.46,118.46,118.46,0
XRAY,train,NORMAL,IM-0365-0001.jpeg,1600,1229,1966400,1.302,116.33,59.35,255,0,255,116.33,116.33,116.33,0
XRAY,train,NORMAL,IM-0367-0001.jpeg,1472,1171,1723712,1.257,121.17,68.0,255,0,255,121.17,121.17,121.17,0
XRAY,train,NORMAL,IM-0368-0001.jpeg,1426,1164,1659864,1.225,122.73,57.85,255,0,255,122.73,122.73,122.73,0
XRAY,train,NORMAL,IM-0369-0001.jpeg,1396,1024,1429504,1.363,135.09,57.8,255,0,255,135.09,135.09,135.09,0
XRAY,train,NORMAL,IM-0370-0001.jpeg,1114,832,926848,1.339,124.97,55.27,255,0,255,124.97,124.97,124.97,0
XRAY,train,NORMAL,IM-0371-0001.jpeg,2024,2036,4120864,0.994,138.96,60.7,255,0,255,138.96,138.96,138.96,0
XRAY,train,NORMAL,IM-0372-0001.jpeg,1790,1654,2960660,1.082,129.62,56.71,255,0,255,129.62,129.62,129.62,0
XRAY,train,NORMAL,IM-0374-0001.jpeg,1744,1402,2445088,1.244,153.83,66.46,255,0,255,153.83,153.83,153.83,0
XRAY,train,NORMAL,IM-0375-0001.jpeg,1816,1627,2954632,1.116,113.19,60.03,255,0,255,113.19,113.19,113.19,0
XRAY,train,NORMAL,IM-0381-0001.jpeg,1744,1388,2420672,1.256,119.08,60.31,255,0,255,119.08,119.08,119.08,0
XRAY,train,NORMAL,IM-0383-0001.jpeg,1472,1318,1940096,1.117,128.75,64.68,255,0,255,128.75,128.75,128.75,0
XRAY,train,NORMAL,IM-0385-0001.jpeg,1712,1330,2276960,1.287,121.39,63.9,255,0,255,121.39,121.39,121.39,0
XRAY,train,NORMAL,IM-0386-0001.jpeg,1550,1302,2018100,1.19,117.97,61.12,255,0,255,117.97,117.97,117.97,0
XRAY,train,NORMAL,IM-0387-0001.jpeg,1920,1801,3457920,1.066,120.17,63.13,255,0,255,120.17,120.17,120.17,0
XRAY,train,NORMAL,IM-0388-0001.jpeg,1680,1353,2273040,1.242,119.37,57.59,255,0,255,119.37,119.37,119.37,0
XRAY,train,NORMAL,IM-0389-0001.jpeg,1530,1028,1572840,1.488,130.78,67.2,255,0,255,130.78,130.78,130.78,0
XRAY,train,NORMAL,IM-0392-0001.jpeg,1442,1059,1527078,1.362,101.98,62.13,255,0,255,101.98,101.98,101.98,0
XRAY,train,NORMAL,IM-0393-0001.jpeg,1754,1221,2141634,1.437,91.65,74.38,255,0,255,91.65,91.65,91.65,0
XRAY,train,NORMAL,IM-0400-0001.jpeg,1446,1082,1564572,1.336,114.57,64.43,255,0,255,114.57,114.57,114.57,0
XRAY,train,NORMAL,IM-0401-0001.jpeg,1820,1670,3039400,1.09,135.83,57.05,255,0,255,135.83,135.83,135.83,0
XRAY,train,NORMAL,IM-0408-0001.jpeg,1442,1148,1655416,1.256,131.6,58.65,255,0,255,131.6,131.6,131.6,0
XRAY,train,NORMAL,IM-0410-0001.jpeg,1632,1375,2244000,1.187,126.09,60.93,255,0,255,126.09,126.09,126.09,0
XRAY,train,NORMAL,IM-0411-0001.jpeg,1728,1518,2623104,1.138,113.07,67.01,255,0,255,113.07,113.07,113.07,0
XRAY,train,NORMAL,IM-0413-0001.jpeg,2318,2411,5588698,0.961,115.15,62.35,255,0,255,115.15,115.15,115.15,0
XRAY,train,NORMAL,IM-0414-0001.jpeg,1450,1287,1866150,1.127,118.67,58.37,255,0,255,118.67,118.67,118.67,0
XRAY,train,NORMAL,IM-0416-0001.jpeg,1808,1418,2563744,1.275,128.34,51.87,255,0,255,128.34,128.34,128.34,0
XRAY,train,NORMAL,IM-0417-0001.jpeg,1786,1500,2679000,1.191,114.07,65.66,255,0,255,114.07,114.07,114.07,0
XRAY,train,NORMAL,IM-0421-0001.jpeg,1574,1129,1777046,1.394,107.17,59.13,255,0,255,107.17,107.17,107.17,0
XRAY,train,NORMAL,IM-0424-0001.jpeg,1368,1078,1474704,1.269,126.6,64.58,255,0,255,126.6,126.6,126.6,0
XRAY,train,NORMAL,IM-0425-0001.jpeg,1850,1314,2430900,1.408,106.36,61.93,255,0,255,106.36,106.36,106.36,0
XRAY,train,NORMAL,IM-0427-0001.jpeg,1828,1357,2480596,1.347,133.99,65.5,255,0,255,133.99,133.99,133.99,0
XRAY,train,NORMAL,IM-0428-0001.jpeg,1562,1348,2105576,1.159,147.67,61.86,255,0,255,147.67,147.67,147.67,0
XRAY,train,NORMAL,IM-0429-0001-0001.jpeg,1918,1569,3009342,1.222,122.98,64.5,255,0,255,122.98,122.98,122.98,0
XRAY,train,NORMAL,IM-0429-0001.jpeg,1964,1692,3323088,1.161,113.46,54.62,255,0,255,113.46,113.46,113.46,0
XRAY,train,NORMAL,IM-0430-0001.jpeg,1438,1082,1555916,1.329,126.76,62.34,255,0,255,126.76,126.76,126.76,0
XRAY,train,NORMAL,IM-0431-0001.jpeg,1678,1414,2372692,1.187,125.86,61.19,255,0,255,125.86,125.86,125.86,0
XRAY,train,NORMAL,IM-0434-0001.jpeg,2214,1715,3797010,1.291,134.31,58.48,255,0,255,134.31,134.31,134.31,0
